ID,PredictedProb
660,0.39
661,0.84
668,0.93
669,0.7
671,0.8
672,0.85
676,0.96
678,0.77
680,0.75
682,0.61
684,0.87
685,0.84
686,0.69
687,0.57
694,0.68
696,0.68
697,0.59
699,0.58
702,0.95
707,0.9
708,0.91
712,0.86
717,0.88
718,0.95
720,0.5
721,0.77
723,0.88
724,0.71
727,0.56
728,0.27
731,0.85
733,0.74
735,0.86
737,0.82
738,0.91
740,0.66
742,0.85
743,0.73
745,0.67
746,0.92
747,0.73
748,0.99
749,0.84
750,0.95
753,0.85
755,0.82
756,0.86
758,0.51
760,0.81
762,0.84
763,0.87
765,0.8
767,0.69
768,0.95
770,0.67
772,0.78
773,0.79
774,0.72
775,0.56
777,0.46
778,0.9
780,0.38
782,0.69
783,0.95
786,0.47
787,0.83
788,0.69
789,0.73
790,0.84
793,0.7
795,0.88
807,0.7
809,0.67
810,0.49
811,0.71
813,0.5
815,0.58
816,0.65
821,0.77
823,0.98
825,0.89
826,0.87
827,0.88
832,0.88
833,0.62
834,0.69
837,0.83
838,0.94
839,0.12
843,0.5
844,0.79
845,0.52
846,0.8
848,0.72
850,0.78
851,0.95
852,0.66
855,0.65
856,0.89
861,0.79
862,0.9
863,0.96
864,0.67
865,0.94
867,0.67
868,0.92
869,0.91
873,0.8
875,0.54
877,0.9
879,0.79
880,0.97
881,0.8
882,0.69
883,0.89
887,0.63
888,0.6
890,0.9
897,0.8
900,0.88
902,0.64
904,0.78
906,0.57
910,0.74
913,0.74
914,0.45
915,0.61
918,0.83
920,0.98
923,0.89
926,0.81
927,0.7
929,0.36
930,0.74
931,0.75
932,0.96
933,0.72
934,0.79
936,0.69
939,0.73
941,0.75
943,0.55
947,0.5
948,0.66
949,0.8
950,0.71
951,0.76
952,0.63
953,0.97
956,0.71
961,0.59
962,0.71
968,0.77
971,0.93
972,0.87
977,0.93
981,0.75
985,0.87
987,0.68
989,0.98
993,0.96
994,0.55
997,0.98
998,0.45
999,0.75
1002,0.87
1003,0.94
1004,0.92
1005,0.67
1007,0.67
1008,0.89
1014,0.96
1016,0.87
1021,0.63
1023,0.87
1026,0.87
1028,0.75
1029,0.72
1030,0.75
1031,0.75
1032,0.84
1033,0.99
1036,0.54
1037,0.94
1039,0.6
1046,0.95
1047,0.89
1049,0.98
1055,0.87
1057,0.42
1059,0.71
1060,0.52
1062,0.48
1063,0.81
1066,0.87
1067,0.96
1068,0.36
1070,0.82
1071,0.73
1073,0.63
1074,0.7
1075,0.81
1076,0.76
1077,0.95
1079,0.5
1083,0.68
1085,0.94
1087,0.65
1088,0.48
1089,0.67
1092,0.77
1095,0.78
1104,0.94
1106,0.97
1108,0.61
1110,0.65
1117,0.74
1118,0.76
1119,0.87
1121,0.88
1122,0.8
1124,0.69
1125,0.76
1126,0.55
1128,0.83
1129,0.63
1131,0.36
1132,0.88
1133,0.53
1134,0.65
1137,0.94
1138,0.57
1139,0.62
1140,0.66
1141,0.84
1143,0.7
1144,0.76
1145,0.76
1146,0.94
1147,0.9
1149,0.9
1151,0.68
1154,0.86
1156,0.6
1158,0.84
1165,0.78
1166,0.56
1167,0.64
1168,0.83
1169,0.57
1171,0.6
1173,0.5
1175,0.48
1181,0.43
1182,0.63
1184,0.78
1187,0.73
1189,0.96
1190,0.64
1193,0.61
1194,0.89
1196,0.82
1202,0.75
1203,0.55
1206,0.75
1209,0.98
1211,0.53
1212,0.57
1215,0.82
1216,0.64
1220,0.83
1222,0.89
1223,0.9
1224,0.68
1227,0.97
1229,0.51
1230,0.6
1233,0.9
1236,0.6
1242,0.81
1245,0.74
1246,0.98
1249,0.68
1250,0.72
1253,0.9
1258,0.8
1259,0.6
1262,0.99
1263,0.89
1265,0.94
1266,0.84
1267,0.86
1268,0.94
1269,0.61
1270,0.79
1271,0.71
1272,0.95
1276,0.96
1277,0.9
1279,0.79
1280,0.58
1283,0.79
1285,0.82
1286,0.86
1290,0.8
1293,0.71
1295,0.5
1297,0.79
1299,0.87
1300,0.97
1301,0.76
1302,0.99
1303,0.89
1304,0.76
1305,0.7
1306,0.77
1307,0.61
1308,0.94
1309,0.76
1312,0.55
1313,0.93
1314,0.53
1316,0.79
1318,0.57
1319,0.87
1320,0.75
1322,0.91
1323,0.62
1325,0.63
1329,0.54
1330,0.78
1334,0.65
1337,0.95
1340,0.59
1341,0.6
1342,0.6
1347,0.72
1349,0.67
1350,0.68
1355,0.79
1356,0.47
1357,0.67
1358,0.71
1359,0.78
1361,0.52
1363,0.54
1366,0.72
1367,0.96
1370,0.95
1375,0.99
1377,0.9
1379,0.76
1381,0.61
1382,0.87
1385,0.7
1387,0.67
1389,0.82
1392,0.95
1393,0.62
1395,0.84
1396,0.85
1399,0.27
1400,0.18
1401,0.71
1402,0.95
1405,0.58
1407,0.59
1409,0.97
1413,0.43
1414,0.32
1415,0.85
1417,0.5
1421,0.4
1422,0.97
1423,0.55
1425,0.79
1426,0.21
1428,0.65
1429,0.95
1430,0.29
1431,0.75
1433,0.91
1435,0.92
1436,0.7
1438,0.73
1439,0.76
1442,0.93
1448,0.84
1449,0.71
1451,0.63
1453,0.85
1455,0.82
1456,0.64
1458,0.89
1459,0.87
1463,0.94
1466,0.66
1468,0.95
1471,0.54
1472,0.78
1473,0.47
1474,0.98
1476,0.55
1477,0.71
1478,0.66
1479,0.68
1481,0.32
1482,0.94
1487,0.65
1490,0.54
1493,0.48
1494,0.92
1495,0.92
1496,0.94
1497,0.6
1498,0.73
1499,0.7
1500,0.77
1505,0.66
1507,0.72
1508,0.7
1510,0.92
1511,0.7
1513,0.39
1514,0.69
1518,0.87
1519,0.59
1520,0.72
1522,0.95
1523,0.62
1524,0.67
1527,0.9
1528,0.74
1529,0.62
1530,0.86
1532,0.71
1534,0.4
1536,0.93
1537,0.66
1540,0.81
1543,0.67
1546,0.89
1549,0.67
1553,0.52
1558,0.76
1560,0.83
1561,0.66
1562,0.67
1565,0.57
1573,0.63
1576,0.86
1577,0.98
1579,0.58
1580,0.88
1581,0.81
1582,0.46
1584,0.82
1586,0.79
1588,0.61
1589,0.58
1595,0.73
1598,0.44
1599,0.96
1600,0.72
1605,0.55
1609,0.54
1610,0.77
1615,0.79
1617,0.88
1619,0.8
1621,0.9
1622,0.67
1628,0.86
1629,0.91
1630,0.73
1631,0.66
1633,0.62
1636,0.75
1637,0.6
1638,0.76
1643,0.85
1644,0.69
1645,0.92
1646,0.41
1647,0.88
1648,0.75
1650,0.69
1651,0.63
1652,0.96
1654,0.78
1655,0.93
1657,0.84
1658,0.9
1663,0.48
1665,0.96
1666,0.66
1669,0.96
1675,0.85
1678,0.88
1679,0.78
1680,0.6
1681,0.71
1684,0.79
1687,0.45
1688,0.77
1692,0.89
1694,0.85
1695,0.45
1696,0.88
1697,0.31
1698,0.69
1699,0.89
1700,0.53
1701,0.89
1704,0.57
1705,0.62
1706,0.78
1708,0.9
1709,0.55
1712,0.35
1713,0.77
1715,0.67
1718,0.94
1720,0.69
1721,0.81
1724,0.79
1725,0.67
1726,0.4
1728,0.65
1729,0.85
1738,0.65
1739,0.83
1741,0.86
1743,0.85
1745,0.48
1750,0.78
1751,0.82
1753,0.85
1755,0.51
1757,0.62
1758,0.64
1759,0.77
1762,0.78
1763,0.67
1767,1.0
1769,0.76
1770,0.95
1778,0.87
1781,0.83
1784,0.78
1786,0.83
1787,0.8
1788,0.78
1789,0.87
1790,0.53
1794,0.32
1795,0.81
1797,0.98
1801,0.91
1802,0.86
1809,0.95
1810,0.67
1811,0.7
1816,0.87
1817,0.68
1818,0.55
1820,0.63
1821,0.6
1822,0.38
1823,0.93
1829,0.88
1833,0.96
1834,0.86
1836,0.69
1837,0.96
1839,0.89
1842,0.82
1845,1.0
1849,0.71
1851,0.9
1852,0.59
1853,0.7
1855,0.68
1856,0.78
1857,0.84
1859,0.82
1860,0.56
1861,0.89
1862,0.87
1864,0.89
1865,0.7
1869,0.83
1871,0.57
1872,0.96
1873,0.71
1874,0.62
1875,0.41
1878,0.86
1879,0.77
1880,0.52
1882,0.95
1887,0.88
1893,0.64
1896,0.88
1900,0.76
1902,0.79
1904,0.81
1906,0.69
1907,0.92
1909,0.86
1911,0.68
1913,0.64
1915,0.78
1917,0.21
1918,0.4
1919,0.61
1921,0.77
1922,0.99
1923,0.89
1926,0.66
1927,0.64
1928,0.87
1929,0.88
1931,0.52
1932,0.81
1938,0.96
1940,0.53
1941,0.74
1942,0.41
1944,0.59
1948,0.5
1949,0.91
1951,0.87
1953,0.86
1954,0.81
1955,0.99
1956,0.82
1957,0.95
1958,0.88
1959,0.93
1961,0.85
1962,0.71
1965,0.76
1969,0.86
1971,0.76
1978,0.96
1982,0.88
1984,0.51
1985,0.71
1986,0.71
1987,0.74
1988,0.79
1989,0.79
1990,0.73
1991,0.97
1993,0.93
1994,0.87
1999,0.66
2000,0.7
2001,0.63
2002,0.85
2003,0.55
2004,0.64
2008,0.86
2011,0.77
2013,0.9
2017,0.97
2020,0.77
2021,0.84
2024,0.93
2026,0.44
2031,0.75
2035,0.68
2039,0.94
2040,0.88
2044,0.9
2045,0.93
2046,0.71
2047,0.72
2048,0.8
2052,0.77
2053,0.72
2054,0.8
2055,0.73
2058,0.72
2059,0.72
2060,0.55
2063,0.87
2064,0.59
2065,0.97
2066,0.87
2070,0.34
2073,0.87
2076,0.87
2077,0.44
2078,0.86
2082,0.9
2084,0.45
2086,0.69
2088,0.94
2090,0.96
2091,0.82
2095,0.66
2097,0.83
2101,0.87
2102,0.37
2105,0.62
2106,0.71
2107,0.94
2110,0.76
2113,0.96
2114,0.66
2115,0.78
2118,0.75
2119,0.7
2120,0.5
2122,0.66
2128,0.82
2129,0.74
2132,0.72
2136,0.78
2139,0.88
2140,0.54
2141,0.49
2142,0.76
2143,0.91
2146,0.58
2147,0.71
2148,0.59
2151,0.67
2153,0.94
2154,0.9
2156,0.27
2161,0.99
2162,0.87
2163,0.88
2164,0.77
2165,0.98
2168,1.0
2169,0.56
2175,0.95
2176,0.9
2177,0.84
2178,0.41
2182,0.77
2184,0.63
2191,0.78
2193,0.88
2194,0.76
2196,0.87
2198,0.72
2199,0.82
2200,0.65
2202,0.92
2209,0.91
2213,0.39
2217,0.87
2218,0.58
2224,0.66
2225,0.33
2231,0.85
2233,0.81
2234,0.87
2235,0.65
2237,0.9
2238,0.45
2240,0.75
2242,0.84
2244,0.7
2246,0.9
2247,0.56
2248,0.98
2249,0.99
2250,0.91
2252,0.7
2254,0.83
2257,0.75
2258,0.63
2262,0.57
2265,0.72
2268,0.97
2270,0.8
2280,0.9
2281,0.97
2283,0.95
2285,0.44
2289,0.95
2290,0.66
2291,0.64
2293,0.89
2294,0.73
2295,0.74
2300,0.87
2304,0.94
2307,0.5
2310,0.92
2312,0.87
2313,0.65
2318,0.7
2319,0.94
2322,0.67
2324,0.68
2326,0.94
2328,0.88
2331,0.75
2334,0.18
2335,0.73
2336,0.85
2339,0.89
2340,0.92
2341,0.88
2344,0.97
2349,0.84
2352,0.84
2353,0.78
2357,0.47
2362,0.79
2364,0.74
2365,0.51
2366,0.69
2367,0.6
2368,0.81
2370,0.98
2373,0.68
2375,0.48
2376,0.99
2377,0.79
2382,0.98
2384,0.53
2385,0.65
2388,0.78
2389,0.58
2390,0.87
2391,0.76
2393,0.86
2396,0.78
2397,0.73
2398,0.99
2399,0.77
2400,0.78
2401,0.4
2402,0.87
2404,0.62
2406,0.95
2408,0.64
2409,0.96
2410,0.75
2411,0.73
2413,0.64
2415,0.82
2417,0.81
2422,0.91
2423,0.39
2424,0.88
2426,0.89
2429,0.75
2430,0.73
2432,0.61
2433,0.78
2436,1.0
2437,0.73
2438,0.84
2439,0.77
2440,0.55
2444,0.68
2445,0.52
2446,0.46
2454,0.84
2455,0.83
2456,0.92
2458,0.44
2459,0.45
2460,0.72
2461,0.92
2462,0.69
2464,0.66
2465,0.82
2467,0.93
2468,0.84
2474,0.54
2480,0.74
2481,0.72
2484,0.66
2485,0.66
2486,0.89
2487,0.72
2491,0.87
2493,0.81
2496,0.74
2497,0.86
2501,0.76
2504,0.79
2505,0.61
2506,0.72
2508,0.89
2509,0.52
2513,0.73
2516,0.8
2520,0.73
2521,0.69
2523,0.89
2524,0.76
2526,0.94
2528,0.74
2529,0.91
2530,0.85
2531,0.96
2532,0.97
2536,0.68
2537,0.65
2540,0.92
2541,0.68
2542,0.73
2543,0.6
2546,0.55
2547,0.74
2550,0.76
2551,0.76
2555,0.68
2556,0.94
2558,0.91
2559,0.93
2560,0.76
2562,0.94
2563,0.26
2564,0.73
2565,0.6
2568,0.87
2569,0.89
2570,0.7
2572,0.76
2573,0.9
2574,0.5
2575,0.81
2576,0.78
2582,0.86
2583,0.63
2586,0.68
2590,0.57
2591,0.75
2592,0.91
2593,0.99
2595,0.86
2596,0.41
2597,0.61
2598,0.78
2600,0.9
2601,0.88
2603,0.49
2604,0.71
2605,0.9
2606,0.97
2608,0.85
2609,0.81
2610,0.81
2611,0.48
2614,0.95
2615,0.85
2616,0.74
2618,0.67
2620,0.71
2623,0.59
2624,0.99
2625,0.75
2627,0.66
2629,0.85
2630,0.78
2631,0.98
2632,0.93
2633,0.77
2634,0.79
2635,0.46
2636,0.84
2637,0.6
2638,1.0
2641,0.66
2643,0.59
2644,0.39
2647,0.86
2648,0.88
2649,0.93
2651,0.44
2654,0.78
2655,0.8
2656,0.92
2659,0.41
2661,0.76
2662,0.5
2664,0.98
2665,0.74
2666,0.89
2667,0.71
2668,0.9
2671,0.29
2673,0.73
2676,0.76
2678,0.81
2680,0.9
2681,0.86
2683,0.55
2687,0.51
2688,0.93
2689,0.59
2691,0.79
2693,0.88
2695,0.8
2697,0.63
2699,0.67
2701,0.65
2702,0.6
2703,0.77
2706,0.94
2707,0.89
2708,0.94
2709,0.95
2714,0.89
2715,0.46
2716,0.73
2717,0.89
2719,0.75
2721,0.93
2722,0.9
2723,0.66
2724,0.51
2727,0.99
2730,0.67
2731,0.82
2736,0.88
2738,0.87
2740,0.9
2744,0.75
2745,0.33
2748,0.66
2749,0.4
2750,0.51
2751,0.42
2752,0.79
2754,0.7
2755,0.75
2756,0.88
2757,0.96
2758,0.73
2759,0.92
2760,0.97
2761,0.32
2762,0.86
2763,0.73
2764,0.6
2765,0.95
2768,0.6
2769,0.51
2770,0.4
2776,0.93
2778,0.97
2788,0.79
2789,0.73
2791,0.77
2792,0.56
2793,0.89
2797,0.7
2799,0.99
2800,0.86
2801,0.72
2805,0.92
2806,0.48
2807,0.18
2808,0.78
2811,0.86
2820,0.9
2822,0.84
2824,0.95
2826,0.83
2827,0.75
2828,0.74
2829,0.59
2832,0.75
2835,0.98
2836,0.75
2839,0.73
2840,0.79
2841,0.73
2843,0.71
2849,0.31
2850,0.66
2854,0.74
2856,0.64
2857,0.88
2859,0.63
2860,0.99
2863,0.97
2864,0.72
2865,0.49
2870,0.76
2871,0.57
2872,0.74
2873,0.52
2874,0.8
2876,0.79
2877,0.66
2878,0.79
2880,0.76
2882,0.87
2884,0.58
2885,0.75
2886,0.71
2887,0.76
2894,0.67
2897,0.66
2900,0.76
2903,0.83
2904,0.86
2906,0.74
2908,0.83
2909,0.74
2910,0.55
2911,0.6
2912,0.8
2913,0.76
2915,0.62
2916,0.6
2918,0.77
2924,0.66
2925,0.84
2928,0.77
2929,0.43
2934,0.84
2935,0.64
2938,0.83
2940,0.58
2941,0.73
2942,0.92
2944,0.91
2946,0.8
2947,0.6
2948,0.63
2950,0.74
2952,0.95
2953,0.83
2954,0.8
2956,0.67
2958,0.67
2959,0.51
2961,0.88
2963,0.56
2965,0.89
2967,0.87
2971,0.66
2973,0.97
2974,0.61
2980,0.81
2982,0.84
2983,0.4
2986,0.86
2987,0.8
2988,0.76
2993,0.97
2995,0.56
2998,0.76
3003,0.79
3005,0.97
3006,0.79
3007,0.8
3011,0.88
3013,0.84
3014,0.43
3019,0.83
3020,0.95
3022,0.68
3023,0.53
3024,0.71
3025,0.62
3027,0.8
3029,0.72
3030,0.55
3031,0.93
3032,0.93
3033,0.48
3037,0.8
3041,0.58
3042,0.64
3044,0.95
3045,0.74
3048,0.76
3049,0.92
3053,0.94
3055,0.82
3057,0.87
3058,0.63
3059,0.78
3060,0.73
3061,0.83
3063,0.94
3064,0.85
3065,0.54
3066,0.91
3067,0.59
3068,0.99
3069,0.86
3070,0.98
3071,0.96
3072,0.86
3075,0.95
3077,0.76
3080,0.89
3081,0.89
3082,0.78
3083,0.97
3086,0.92
3089,0.81
3090,0.83
3091,0.82
3092,0.83
3093,0.94
3094,0.94
3097,0.94
3099,0.71
3102,0.82
3103,0.79
3105,0.91
3106,0.97
3107,0.87
3108,0.84
3109,0.42
3114,0.75
3116,0.54
3117,0.64
3119,0.83
3121,0.64
3123,0.89
3124,0.93
3125,0.84
3126,0.57
3128,0.75
3129,0.69
3130,0.58
3131,0.73
3132,0.85
3133,0.66
3134,0.61
3135,0.75
3136,0.85
3137,0.9
3140,0.91
3141,0.93
3143,0.92
3144,0.81
3145,0.67
3147,0.7
3149,0.69
3151,0.75
3154,0.42
3156,0.88
3157,0.57
3158,0.55
3160,0.49
3161,0.9
3162,0.95
3164,0.92
3165,0.79
3168,0.57
3171,0.91
3173,0.63
3174,0.93
3175,0.7
3176,0.91
3177,0.76
3178,0.62
3181,0.7
3182,0.74
3186,0.98
3188,0.85
3190,0.88
3192,0.67
3194,0.66
3195,0.86
3197,0.74
3198,0.7
3202,0.77
3203,0.64
3204,0.66
3207,0.73
3208,0.74
3209,0.68
3210,0.8
3212,0.44
3213,0.84
3214,0.83
3219,0.36
3222,0.51
3224,0.54
3227,0.61
3229,0.7
3230,0.63
3231,0.91
3232,0.6
3233,0.83
3234,0.98
3235,0.8
3237,0.74
3238,0.92
3239,0.97
3240,0.84
3241,0.92
3242,0.79
3243,0.91
3244,0.91
3255,0.46
3256,0.91
3257,0.82
3258,0.75
3259,0.79
3260,0.89
3262,0.95
3263,0.82
3264,0.77
3266,0.74
3267,0.84
3268,0.49
3271,0.59
3274,0.64
3275,0.95
3276,0.69
3277,0.71
3278,0.57
3279,0.94
3280,0.89
3281,0.66
3282,0.71
3283,0.68
3284,0.58
3288,0.76
3290,0.96
3292,0.85
3293,0.74
3295,0.98
3296,0.79
3297,0.58
3299,0.8
3300,0.84
3301,0.78
3307,0.74
3308,0.72
3309,0.83
3311,0.64
3312,0.43
3313,0.88
3321,0.59
3322,0.64
3323,0.64
3325,0.78
3326,0.91
3327,0.92
3328,0.8
3330,0.83
3332,0.5966666666666667
3333,0.96
3337,0.38
3343,0.75
3344,0.69
3345,0.49
3346,0.66
3350,0.7
3352,0.94
3354,0.97
3355,0.64
3360,0.94
3361,0.53
3364,0.98
3365,0.74
3367,0.52
3370,0.77
3371,0.27
3372,0.98
3374,0.89
3378,0.49
3379,0.92
3380,0.91
3382,0.92
3383,0.61
3384,0.68
3385,0.73
3387,0.97
3388,0.98
3389,0.7
3390,0.56
3392,0.89
3393,0.92
3394,0.92
3395,0.87
3398,0.67
3399,0.16
3400,0.93
3403,0.79
3405,0.81
3406,0.69
3407,0.48
3408,0.91
3410,0.55
3414,0.57
3417,0.96
3418,0.89
3421,0.61
3422,0.93
3426,0.82
3427,0.78
3435,0.69
3436,0.99
3437,0.88
3438,0.71
3439,0.43
3442,0.98
3443,0.86
3444,0.75
3445,0.67
3449,0.6
3450,0.61
3451,0.94
3452,0.92
3453,0.73
3456,0.51
3457,0.85
3458,0.71
3459,0.59
3462,0.7
3466,0.77
3471,0.54
3472,0.72
3474,0.89
3475,0.97
3477,0.84
3478,0.97
3479,0.69
3480,0.62
3482,0.45
3485,0.56
3487,0.98
3488,0.32
3493,0.73
3495,0.86
3498,0.82
3500,0.91
3502,0.74
3503,0.86
3504,0.57
3506,0.67
3507,0.77
3508,0.91
3509,0.89
3510,0.75
3511,0.94
3512,0.88
3513,0.9
3515,0.55
3516,0.72
3519,0.88
3521,0.97
3522,0.76
3530,0.9
3531,0.89
3533,0.62
3538,0.85
3539,0.8
3541,0.96
3542,0.61
3543,0.91
3544,0.89
3546,0.75
3547,0.87
3549,0.79
3551,0.67
3555,0.92
3557,0.44
3558,0.79
3559,0.85
3560,0.59
3561,0.53
3563,0.85
3566,0.57
3572,0.96
3574,0.62
3575,0.96
3577,0.89
3578,0.68
3580,0.81
3582,0.56
3583,0.75
3584,0.91
3585,0.85
3586,0.56
3589,0.73
3590,0.94
3592,0.35
3593,0.83
3595,0.84
3596,0.83
3597,0.83
3598,0.82
3602,0.45
3604,0.64
3605,0.77
3609,0.82
3610,0.83
3612,0.54
3615,0.78
3617,0.34
3626,0.74
3629,0.58
3630,0.82
3632,0.8
3634,0.73
3635,0.63
3636,0.69
3637,0.75
3638,0.71
3642,0.83
3644,0.81
3646,0.81
3647,0.86
3650,0.65
3655,0.68
3656,0.69
3657,0.74
3658,0.85
3661,0.62
3663,0.88
3665,0.73
3669,0.7
3670,0.93
3672,0.67
3675,0.77
3679,0.76
3682,0.42
3686,0.41
3688,0.63
3694,0.69
3697,0.75
3698,0.14
3701,0.73
3703,0.61
3709,0.7
3710,0.92
3712,0.7
3713,0.69
3717,0.88
3719,0.71
3721,0.81
3722,0.87
3724,0.7
3725,0.9
3727,0.69
3728,0.92
3729,0.78
3731,0.65
3732,0.71
3736,0.82
3737,0.53
3741,0.58
3744,0.97
3745,0.63
3749,0.66
3750,0.48
3752,0.44
3753,0.64
3754,0.92
3755,0.84
3756,0.88
3757,0.76
3758,0.87
3761,0.62
3762,0.9
3763,0.91
3765,0.51
3767,0.81
3769,0.81
3771,0.77
3774,0.51
3779,0.86
3781,0.82
3782,0.8
3785,0.78
3786,0.97
3787,0.87
3788,0.91
3789,0.76
3791,0.72
3793,0.78
3794,0.49
3795,0.79
3798,0.55
3799,0.84
3804,0.77
3805,0.52
3808,0.91
3812,0.68
3814,0.25
3815,0.85
3817,0.63
3820,0.8
3821,0.82
3822,0.88
3824,0.82
3825,0.8
3826,0.78
3828,0.98
3829,0.7
3833,0.8
3834,0.85
3835,0.57
3836,0.32
3838,0.51
3842,0.19
3843,0.88
3848,0.64
3849,0.56
3855,0.53
3861,0.74
3862,0.99
3864,0.85
3866,0.81
3870,0.72
3876,0.69
3877,0.73
3879,0.94
3881,0.86
3882,0.93
3883,0.61
3885,0.96
3886,0.71
3887,0.79
3890,0.71
3891,0.64
3892,0.94
3893,0.83
3894,0.94
3897,0.94
3898,0.91
3900,0.86
3901,0.69
3902,0.66
3903,0.81
3904,0.71
3906,0.34
3908,0.57
3909,0.77
3911,0.98
3912,0.78
3914,0.64
3916,0.96
3917,0.82
3919,0.76
3927,0.77
3929,0.77
3930,0.86
3934,0.3
3937,0.93
3939,0.85
3943,0.7
3944,0.78
3946,0.95
3947,0.99
3951,0.78
3953,0.78
3954,0.16
3955,1.0
3956,0.53
3957,0.6
3960,0.87
3964,0.97
3965,0.62
3967,0.26
3969,0.85
3971,0.85
3972,0.62
3973,0.88
3974,0.76
3976,0.27
3978,0.88
3979,0.78
3980,0.46
3983,0.78
3988,0.9
3989,0.72
3990,0.76
3991,0.52
3993,0.88
3996,0.85
3998,0.92
4000,0.52
4001,0.97
4006,0.77
4007,0.97
4009,0.82
4010,0.96
4011,0.66
4012,0.56
4013,0.8
4015,0.88
4016,0.71
4018,0.98
4021,0.92
4023,0.69
4026,0.9
4028,0.73
4029,0.81
4030,0.68
4032,0.95
4039,0.76
4041,0.76
4042,0.98
4047,0.49
4049,0.77
4050,0.48
4051,0.99
4054,0.93
4057,0.77
4060,0.5
4061,0.47
4070,0.48
4072,0.88
4073,0.72
4076,0.83
4078,0.92
4079,0.94
4080,0.65
4082,0.87
4084,0.79
4087,0.66
4088,0.7
4089,0.76
4090,0.83
4092,0.82
4094,0.89
4095,0.72
4096,0.52
4100,0.92
4102,0.56
4103,0.99
4104,0.89
